Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
751,25-7491451,2022-03-10,2022-03-16,Second Class,152 LBR,C,US,Stephenchester,Connecticut,56343,Region 1,XRRQ87158663148956,Financials,Mortgage REITs,8700,350,88.4,240.24
752,93-0154475,2022-02-16,2022-04-09,Standard Class,HY 0154,B,US,West Joshuastad,Illinois,29563,Region 4,ARFF14614654833190,Financials,Thrifts & Mortgage Finance,5100,270,73.91,548.56
753,05-4823138,2022-04-03,2022-04-09,Second Class,7QE7262,A,US,Janiceborough,Maryland,02621,Region 3,RDBI03250419705457,Consumer Staples,Food & Staples Retailing,6400,780,30.96,936.45
754,75-2403109,2022-02-03,2022-04-09,First Class,LHK 257,C,US,Bowersmouth,Mississippi,81790,Region 0,RRUX59944077908463,Financials,Capital Markets,100,130,72.3,59.59
755,64-0651660,2022-04-06,2022-04-08,Standard Class,73-HV85,D,US,Boydfurt,New Jersey,42599,Region 0,NRXZ45045837661045,Health Care,Biotechnology,6900,690,26.27,556.19
756,72-4559025,2022-02-26,2022-03-06,Second Class,WF7 3960,C,US,South Jenny,Arkansas,45902,Region 2,MOFX34141452954963,Information Technology,Software,7900,550,7.41,782.06
757,55-8763306,2022-01-28,2022-03-30,First Class,830-EUU,C,US,Rollinsport,New York,55426,Region 0,JUZH52404976656629,Health Care,Health Care Providers & Services,8200,110,55.79,306.95
758,11-1244028,2022-01-08,2022-03-05,First Class,00-L386,D,US,North Courtneyside,Nevada,56473,Region 0,JVPY00469728248300,Utilities,Gas Utilities,2300,50,59.33,350.09
759,76-8069269,2022-01-05,2022-03-31,Standard Class,5AQ 320,C,US,North Kellyview,Maryland,17095,Region 3,XUGR44177967297084,Materials,Chemicals,2100,280,18.63,157.19
760,59-2093504,2022-01-17,2022-03-02,First Class,4DV 994,D,US,West Jerry,Oregon,33610,Region 1,MEXU48765074889185,Energy,Energy Equipment & Services,8700,700,63.28,395.25
761,51-1429617,2022-03-06,2022-03-19,First Class,I92 2DG,A,US,Rodriguezmouth,Louisiana,11849,Region 4,SLUI36874720698821,Financials,Capital Markets,8700,720,84.99,500.97
762,20-5795957,2022-03-01,2022-04-02,Standard Class,882D9,C,US,Ryanfurt,New Hampshire,53163,Region 4,TXJW03598914948864,Health Care,Life Sciences Tools & Services,7400,770,82.3,884.01
763,05-5314411,2022-01-04,2022-04-06,Standard Class,503-OPR,A,US,North William,Illinois,48900,Region 4,UOBP86197413747884,Consumer Staples,Household Products,6900,140,43.79,47.69
764,90-1255274,2022-01-27,2022-02-05,First Class,L71 3SS,A,US,West Tiffanyside,Georgia,81203,Region 3,MJBL04548540757056,Real Estate,Real Estate Management & Development,1000,340,62.47,200.59
765,99-6210386,2022-02-24,2022-02-27,First Class,R12 4VU,B,US,Mahoneychester,Michigan,56222,Region 2,AMNN35673380433106,Telecommunication Services,Wireless Telecommunication Services,9100,580,82.82,74.84
766,37-8737203,2022-01-04,2022-02-19,Standard Class,014 QXU,C,US,Harrisfurt,Tennessee,65198,Region 2,FKTG18725515447768,Materials,Containers & Packaging,7900,580,68.16,132.41
767,74-2218496,2022-02-21,2022-02-27,Standard Class,651T,A,US,Nicoleborough,Arkansas,74464,Region 4,KSTQ77818034134354,Consumer Staples,Personal Products,300,470,79.23,260.23
768,33-5030350,2022-02-03,2022-04-02,Second Class,NAE W76,A,US,Port Scott,Florida,57331,Region 3,HJMX06288374563136,Telecommunication Services,Diversified Telecommunication Services,6700,270,98.89,203.82
769,66-3776784,2022-01-28,2022-04-08,First Class,0-S0844,A,US,Matthewtown,New Jersey,67401,Region 1,ZZKY30011665098346,Industrials,Professional Services,900,920,65.87,231.94
770,82-6834501,2022-01-30,2022-02-12,Second Class,29-K433,A,US,Port Glennberg,Oregon,59635,Region 4,PIYY95895299440519,Energy,"Oil, Gas & Consumable Fuels",1800,80,30.29,59.41
771,47-5020399,2022-03-12,2022-03-28,First Class,8HZ46,B,US,Kennedychester,Vermont,92548,Region 3,AWHZ80897210805059,Energy,"Oil, Gas & Consumable Fuels",5700,630,5.56,677.67
772,22-4589937,2022-01-20,2022-03-09,Standard Class,724 VSG,C,US,Ryanfort,Oklahoma,60785,Region 0,YZVK65484152275602,Telecommunication Services,Wireless Telecommunication Services,2700,950,4.32,304.05
773,12-8939454,2022-02-16,2022-03-26,First Class,PZJ-0565,C,US,North John,Minnesota,28747,Region 2,DMGZ28941555150632,Health Care,Health Care Technology,5100,100,82.22,605.44
774,04-5971415,2022-03-07,2022-03-25,Standard Class,6X 2199L,A,US,Gregoryville,Mississippi,09119,Region 1,IEYS82442931899103,Health Care,Health Care Providers & Services,3700,430,62.31,18.79
775,68-3664681,2022-01-14,2022-04-03,Second Class,6U 4Z5EVH,B,US,West Robertburgh,Maine,48693,Region 3,PCLW57139481570274,Industrials,Aerospace & Defense,6700,650,71.55,891.16
776,05-2137638,2022-03-14,2022-03-25,Second Class,R53-KBB,B,US,North Brianton,Arizona,43860,Region 2,XYSO22351186966840,Energy,Energy Equipment & Services,2800,650,9.97,632.3
777,23-1076355,2022-03-03,2022-03-15,First Class,76-M557,A,US,Murphyborough,Idaho,98498,Region 2,FRIK76289458923031,Consumer Discretionary,Auto Components,6100,30,55.51,474.24
778,31-8900040,2022-03-31,2022-04-08,First Class,AEV0214,A,US,Sheribury,Missouri,93751,Region 1,TPYF59516837300611,Real Estate,Real Estate Management & Development,100,330,98.24,355.81
779,85-1833298,2022-02-25,2022-03-21,Second Class,92-JZ46,B,US,Woodwardville,Michigan,78085,Region 2,SGFM28077134820253,Consumer Discretionary,Internet & Catalog Retail,2400,520,43.64,122.87
780,90-2961093,2022-02-21,2022-04-08,Standard Class,R30-ECR,B,US,North Debra,West Virginia,97668,Region 3,LULH76838009717767,Utilities,Multi-Utilities,3400,820,44.25,859.19
781,80-3425497,2022-02-14,2022-02-24,First Class,923 RNV,A,US,South Chadstad,Alaska,65680,Region 0,PMBX30597172762985,Consumer Discretionary,Specialty Retail,2600,730,7.03,661.69
782,73-3389333,2022-02-17,2022-02-22,Second Class,233Y,D,US,Jeffreytown,Vermont,97670,Region 4,LDLG67508950350420,Information Technology,Semiconductors & Semiconductor Equipment,6800,550,98.23,921.19
783,33-4473145,2022-03-13,2022-03-31,First Class,LFD 323,B,US,Port Reginald,Idaho,45231,Region 4,HUHY13353480132224,Financials,Diversified Financial Services,200,580,14.89,460.69
784,12-7292589,2022-01-15,2022-01-17,First Class,ZYT 867,A,US,Lisaborough,Kansas,70055,Region 3,QAET10807620330167,Health Care,Health Care Equipment & Supplies,8500,840,64.62,773.15
785,88-0452981,2022-03-25,2022-03-26,First Class,563 YUD,D,US,Javierfort,Wisconsin,77224,Region 3,IEYC22932510711344,Materials,Chemicals,9500,240,90.91,336.84
786,92-8093872,2022-01-26,2022-01-29,Second Class,MUY 315,A,US,Cookfort,Oregon,15417,Region 1,TLJV28388338768838,Materials,Paper & Forest Products,6800,350,0.54,690.5
787,43-9520942,2022-03-29,2022-04-03,Standard Class,793U8,B,US,New Patricia,Wyoming,01674,Region 2,HSXZ07284564302506,Materials,Paper & Forest Products,6800,990,56.15,324.23
788,41-7659033,2022-03-04,2022-04-05,Second Class,CAD-2269,B,US,West Desiree,New Mexico,78375,Region 3,KBZV30932101087395,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",7800,930,70.2,319.74
789,66-4095339,2022-03-20,2022-03-26,Second Class,0A ED504,B,US,Josephmouth,Montana,85708,Region 3,DTJY90762612845495,Industrials,Trading Companies & Distributors,3900,470,55.89,450.32
790,94-1178653,2022-01-01,2022-01-07,First Class,24SM2,B,US,Port Williamfurt,North Carolina,12897,Region 2,HAMA01050487117554,Financials,Insurance,3400,770,70.21,665.68
791,01-8304629,2022-01-04,2022-01-29,First Class,QJM 1025,D,US,Kaitlinmouth,Illinois,34678,Region 4,TKOZ30225343106823,Utilities,Gas Utilities,3700,900,93.54,898.27
792,36-0308121,2022-03-01,2022-03-12,Standard Class,82-06967,D,US,Parkerberg,South Dakota,18404,Region 2,VCRN54795385953570,Utilities,Water Utilities ,9600,820,5.88,584.49
793,14-2326101,2022-03-01,2022-03-07,First Class,070 TZN,A,US,Hudsonbury,Wyoming,26290,Region 2,PWUR39481649152794,Financials,Capital Markets,3100,830,67.25,466.35
794,23-8612691,2022-03-26,2022-04-01,First Class,379 GIS,A,US,Angelastad,Mississippi,96214,Region 4,XBIC18417616708394,Materials,Containers & Packaging,3500,300,76.96,613.14
795,12-5748569,2022-02-09,2022-02-19,First Class,0BD 441,D,US,Parkmouth,South Dakota,12158,Region 2,CHTI52349614499617,Industrials,Electrical Equipment,7600,450,66.38,586.39
796,93-2038682,2022-01-29,2022-04-04,Second Class,AF9 4391,B,US,Mariamouth,Massachusetts,88856,Region 4,XLDV61951952165973,Health Care,Pharmaceuticals,2200,310,98.3,724.1
797,85-3417945,2022-02-22,2022-03-14,Standard Class,0M X0522,A,US,West Jennifershire,Wyoming,20495,Region 3,RSPW43084420974495,Information Technology,Software,2000,690,20.98,918.11
798,32-2002958,2022-03-21,2022-03-22,Standard Class,242 EHP,B,US,Port Michael,Arkansas,27584,Region 0,XSBN67344540129403,Industrials,Commercial Services & Supplies,7500,100,53.67,928.89
799,84-7907476,2022-02-13,2022-03-14,First Class,KOU 938,B,US,South Sarah,New Mexico,21482,Region 3,GDNG39964563206016,Industrials,Trading Companies & Distributors,4100,800,62.4,303.24
800,92-8422015,2022-01-01,2022-03-19,Second Class,51BJ5,B,US,Gibsonhaven,Wyoming,13008,Region 3,YUWT35982079834869,Consumer Staples,Food Products,6800,960,66.73,33.18
801,16-3186866,2022-02-11,2022-03-26,First Class,O19 9SR,D,US,Smithville,Kansas,29324,Region 4,LOGH51062572288076,Health Care,Health Care Equipment & Supplies,600,40,69.79,311.47
802,80-3745101,2022-01-11,2022-02-16,Standard Class,4E438,D,US,South Josephfort,Alabama,92134,Region 0,TJPS18091108492193,Health Care,Pharmaceuticals,2600,90,91.56,604.86
803,35-6606151,2022-03-20,2022-03-29,Second Class,024-YCQ,C,US,Coryshire,Ohio,44205,Region 3,DPIW50935729063621,Materials,Metals & Mining,7600,480,55.55,167.75
804,02-1200729,2022-04-01,2022-04-07,Standard Class,WOW-8949,C,US,New Michaelburgh,Colorado,51717,Region 2,RFPY76047598169993,Telecommunication Services,Diversified Telecommunication Services,10000,140,93.81,12.18
805,54-5888355,2022-02-13,2022-04-05,First Class,KWP 828,B,US,Sheilamouth,South Dakota,40341,Region 3,XBHN40083318459993,Financials,Diversified Financial Services,7000,710,87.07,963.05
806,57-6135294,2022-02-11,2022-02-18,First Class,WER7965,D,US,North Elizabeth,Oklahoma,28298,Region 0,TULE38952333873249,Utilities,Gas Utilities,9400,940,40.4,447.95
807,46-0870443,2022-02-09,2022-02-09,First Class,4C D7627,D,US,Dariusmouth,Louisiana,93506,Region 1,DMZJ10986398532513,Consumer Discretionary,Automobiles,4700,800,46.36,850.98
808,39-4956289,2022-02-05,2022-03-27,Standard Class,5-6109U,C,US,East Phyllis,Virginia,61312,Region 2,TNQT24268382504205,Consumer Staples,Food Products,600,30,29.62,592.44
809,03-0779363,2022-02-11,2022-03-14,First Class,18AS9,A,US,New Angelaburgh,Oregon,87266,Region 0,YQJF59075832653656,Energy,Energy Equipment & Services,3600,170,54.25,787.93
810,33-1061333,2022-03-22,2022-03-31,Standard Class,H38-94V,B,US,East Juan,Indiana,79432,Region 3,EDDH41724787029242,Real Estate,Equity Real Estate Investment Trusts,1200,200,23.56,31.34
811,63-1608712,2022-02-21,2022-02-22,First Class,BKZ 006,C,US,Anaburgh,Georgia,09336,Region 4,FJSK45660516258379,Industrials,Construction & Engineering,2400,640,2.9,726.23
812,64-5038402,2022-04-05,2022-04-06,Second Class,YB-0483,C,US,Olsonport,California,60479,Region 3,AAJL72654933458222,Industrials,Transportation Infrastructure,3500,150,35.38,123.54
813,22-1629268,2022-02-26,2022-03-24,Standard Class,IWC L15,D,US,Sanchezbury,North Dakota,92086,Region 1,XTSP18556480524030,Industrials,Building Products,7500,80,80.9,237.54
814,84-8534139,2022-01-07,2022-02-17,Standard Class,XH8 1856,C,US,New Kristinmouth,Maine,37961,Region 0,JENN18504383688023,Real Estate,Real Estate Management & Development,2800,510,31.77,877.98
815,91-4189449,2022-02-24,2022-04-06,Standard Class,15EU7,A,US,Riverabury,Connecticut,50971,Region 2,JBEY96606090488106,Health Care,Life Sciences Tools & Services,4700,650,0.38,379.85
816,77-6051305,2022-02-13,2022-03-05,First Class,105 4OQ,B,US,West Angela,Maine,01256,Region 4,CQMJ73576741594570,Health Care,Life Sciences Tools & Services,5000,890,5.27,539.39
817,71-5199879,2022-02-09,2022-03-14,First Class,2MQ P84,B,US,Port Marc,South Carolina,87692,Region 0,NARD75887230137740,Telecommunication Services,Wireless Telecommunication Services,6600,180,90.64,41.89
818,02-9405308,2022-02-24,2022-02-28,First Class,320 0PR,D,US,Knightport,Nebraska,73749,Region 4,KCZU76812528806346,Real Estate,Equity Real Estate Investment Trusts,2600,460,95.1,782.32
819,60-4342437,2022-04-05,2022-04-07,Second Class,VUO 290,B,US,Mitchellport,Washington,27388,Region 3,BSMT50084701740857,Energy,"Oil, Gas & Consumable Fuels",2100,990,85.52,339.36
820,68-0582139,2022-03-16,2022-04-01,First Class,LYZ 5553,A,US,Cochrantown,Vermont,23508,Region 0,DCCH43056195166099,Consumer Discretionary,Household Durables,100,690,62.68,59.72
821,65-5074456,2022-03-08,2022-03-20,Standard Class,TVV 767,B,US,Johnport,Kansas,03609,Region 2,JRDT91147454795463,Information Technology,Communications Equipment,9900,770,18.7,446.9
822,50-7928191,2022-01-10,2022-01-27,Standard Class,94-6679L,A,US,Port Jennifer,Connecticut,10398,Region 4,PXBM77922832408909,Health Care,Life Sciences Tools & Services,2800,660,50.4,458.36
823,25-0485595,2022-03-09,2022-03-10,First Class,NO-6862,A,US,Lake Branditown,Rhode Island,89052,Region 2,RDBV65238187080444,Telecommunication Services,Wireless Telecommunication Services,6300,30,62.35,588.42
824,20-8038591,2022-01-12,2022-04-04,Standard Class,GMK I78,A,US,Catherineville,Hawaii,91002,Region 1,TIIV12126830643151,Energy,"Oil, Gas & Consumable Fuels",3200,390,63.65,758.36
825,40-3223679,2022-04-06,2022-04-06,Standard Class,04UZ266,C,US,Bondborough,Georgia,37135,Region 2,RAVX14563443724716,Materials,Paper & Forest Products,9600,340,18.05,940.09
826,63-6689306,2022-01-26,2022-02-26,Second Class,129 ZL1,A,US,North Jennifer,New Jersey,85218,Region 1,WAOW79566552757836,Telecommunication Services,Wireless Telecommunication Services,4000,420,74.82,625.83
827,30-0810647,2022-04-08,2022-04-08,Second Class,6-Y9842,C,US,New Michelle,Delaware,11573,Region 2,CJCG69414069581950,Health Care,Health Care Technology,1700,520,60.69,47.97
828,72-2355611,2022-02-13,2022-03-05,Second Class,7DA 252,B,US,South Timothy,Nevada,37934,Region 2,CFJL25616324114606,Information Technology,"Electronic Equipment, Instruments & Components",3500,940,55.01,858.93
829,64-9786748,2022-04-04,2022-04-07,Second Class,9JW 760,B,US,South Matthew,Alabama,11463,Region 4,CAGR92739318032076,Energy,"Oil, Gas & Consumable Fuels",6800,80,30.12,19.63
830,11-0948773,2022-01-25,2022-02-07,First Class,996 FTJ,D,US,Gregoryfurt,Kentucky,73754,Region 4,EAZS99314322185986,Health Care,Biotechnology,6400,620,67.93,214.2
831,13-4578569,2022-03-09,2022-03-15,First Class,JFF-4311,A,US,Davisstad,Oregon,19342,Region 0,EEXN49719842695845,Information Technology,Communications Equipment,3600,280,21.61,136.52
832,13-8454063,2022-02-05,2022-03-26,Second Class,MEL 041,D,US,Lake Samanthaville,Montana,64864,Region 1,VFMQ37010876675217,Health Care,Biotechnology,1900,300,91.02,175.27
833,92-1563173,2022-04-07,2022-04-08,First Class,KKR 972,B,US,Rodriguezmouth,New Jersey,90600,Region 4,QHUG96908263357617,Health Care,Biotechnology,100,590,51.98,542.77
834,20-7248854,2022-01-07,2022-04-03,First Class,014-HIG,A,US,Port Kimberlytown,Florida,10733,Region 0,TIZR66503450307780,Real Estate,Equity Real Estate Investment Trusts,5700,780,1.2,852.05
835,82-7978884,2022-03-21,2022-03-23,Standard Class,163 FVW,C,US,South Lorishire,West Virginia,74351,Region 0,ATKW03571136822096,Telecommunication Services,Wireless Telecommunication Services,3000,200,4.06,577.04
836,80-0568315,2022-04-01,2022-04-01,Second Class,807 YHN,B,US,Luceroland,West Virginia,04146,Region 0,NUQO28795829593427,Telecommunication Services,Diversified Telecommunication Services,7400,90,98.02,332.9
837,33-2878808,2022-03-04,2022-03-25,First Class,302 IAR,B,US,Lake Matthew,New Jersey,50070,Region 3,YGQY11311851506016,Industrials,Building Products,1200,820,86.6,364.05
838,39-2106424,2022-02-09,2022-02-19,First Class,WUT 932,D,US,West Michaelstad,California,24050,Region 3,XWZZ13080564195557,Utilities,Water Utilities ,2800,590,49.39,244.93
839,12-6217851,2022-04-02,2022-04-07,Second Class,KYQ 310,C,US,Port Kristenfurt,Georgia,53910,Region 2,GMUZ03765393007456,Real Estate,Real Estate Management & Development,10000,880,1.17,305.34
840,58-3668501,2022-02-14,2022-03-24,Second Class,3R 9336R,D,US,Port Antonio,Delaware,23236,Region 0,TAPM46003786650029,Financials,Mortgage REITs,3900,980,74.09,423.56
841,85-2689482,2022-01-28,2022-02-14,Standard Class,YC7 7463,A,US,Silvafort,Minnesota,38494,Region 0,THKS47588511537398,Financials,Mortgage REITs,6000,10,27.26,693.06
842,21-2326716,2022-02-21,2022-03-23,First Class,6S 4N6XOI,D,US,New Jeremyberg,North Dakota,16986,Region 3,XCZN19340189607588,Energy,"Oil, Gas & Consumable Fuels",5000,900,51.84,574.8
843,02-9080799,2022-02-19,2022-03-08,Second Class,013-QUO,B,US,South Samanthamouth,Virginia,88877,Region 2,GGFC12846602715680,Industrials,Aerospace & Defense,900,810,12.08,550.72
844,04-1540124,2022-03-08,2022-04-01,Second Class,4L 62665,B,US,Matthewchester,Nebraska,08358,Region 3,DBDH05121745268838,Telecommunication Services,Wireless Telecommunication Services,1100,720,74.46,424.09
845,15-7345086,2022-04-05,2022-04-08,Standard Class,50DS238,A,US,Port Kevinmouth,Alaska,85103,Region 3,ZTES76664473572202,Information Technology,Semiconductors & Semiconductor Equipment,7700,250,58.85,116.2
846,83-5956921,2022-03-24,2022-04-08,Second Class,321US,B,US,Curtisborough,Maine,53932,Region 0,FFJC80637192542470,Telecommunication Services,Diversified Telecommunication Services,2800,740,1.64,843.37
847,54-3060958,2022-02-23,2022-03-11,Standard Class,99VL304,A,US,New Peterland,Idaho,67241,Region 3,AQBZ53725742992619,Real Estate,Real Estate Management & Development,6500,410,90.01,684.28
848,36-3857244,2022-02-27,2022-04-01,First Class,427-NGA,A,US,Port Nathaniel,Oklahoma,80843,Region 0,VOYL20661189417998,Materials,Construction Materials,300,950,87.45,760.72
849,93-3267262,2022-01-21,2022-03-09,Standard Class,E09-OLP,B,US,North Gabriel,New York,25916,Region 0,WJLE78295406484528,Consumer Discretionary,Internet & Catalog Retail,2100,950,6.13,4.91
850,55-3631992,2022-02-06,2022-03-26,First Class,155 RXI,C,US,New Kristenton,Florida,44976,Region 2,FQLB09607782366220,Energy,Energy Equipment & Services,800,790,27.67,786.51
851,55-3693976,2022-01-05,2022-04-03,Standard Class,I48-25C,B,US,Brucestad,Kentucky,84259,Region 3,CGNG27986935156998,Financials,Diversified Financial Services,2400,940,41.15,273.65
852,90-5861102,2022-03-07,2022-04-06,Standard Class,862 7331,C,US,New Joseph,Missouri,24435,Region 3,WKFT34193489810082,Telecommunication Services,Wireless Telecommunication Services,8700,970,63.08,366.97
853,95-8322130,2022-03-12,2022-04-08,Second Class,NWH 722,D,US,Port Joshualand,Colorado,47830,Region 1,GSCM67219882766319,Industrials,Building Products,3600,130,93.91,621.24
854,37-2262989,2022-02-05,2022-03-17,First Class,244 2VG,A,US,Patrickfort,Wisconsin,74716,Region 0,DBTE17234899765641,Financials,Diversified Financial Services,1200,840,14.65,99.42
855,06-9981252,2022-01-24,2022-02-16,Standard Class,95L 927,A,US,Susanberg,Nevada,25716,Region 0,BCHH53502427260479,Information Technology,"Technology Hardware, Storage & Peripherals",7300,960,83.01,825.18
856,98-1305087,2022-03-17,2022-04-05,First Class,DMW-130,A,US,Franklinport,Wyoming,51194,Region 2,UGIK99355972064234,Health Care,Health Care Equipment & Supplies,5200,600,54.8,289.77
857,25-3224150,2022-02-08,2022-03-01,First Class,GT6 Q6D,A,US,New Brianport,Indiana,15725,Region 0,GXXI98948797592435,Utilities,Electric Utilities,7400,320,29.7,836.47
858,86-6111798,2022-03-08,2022-03-10,Standard Class,31E•627,C,US,Garciashire,Kansas,38984,Region 2,RKEB29240226494023,Materials,Containers & Packaging,7600,460,84.2,937.58
859,06-5382976,2022-01-24,2022-02-09,Standard Class,363G,D,US,Joshuaside,Washington,99375,Region 1,PVAL56161462281525,Energy,Energy Equipment & Services,8300,770,30.25,119.42
860,14-9704035,2022-02-04,2022-02-05,First Class,7HX 545,B,US,North Rodneyberg,New Jersey,32759,Region 2,RPGP65136132599176,Financials,Diversified Financial Services,7000,600,4.42,36.74
861,55-9863700,2022-04-03,2022-04-06,Second Class,3FV 319,B,US,Ruizfurt,Kansas,55647,Region 0,JAKN58454843364761,Energy,Energy Equipment & Services,400,410,42.5,503.16
862,73-9779474,2022-02-14,2022-03-29,First Class,590IT,B,US,Brownfort,Michigan,48192,Region 1,UDZB62397862646079,Health Care,Health Care Equipment & Supplies,9400,520,78.88,601.98
863,10-2427998,2022-03-18,2022-03-30,Second Class,TH2 O8M,B,US,Port Nicoleside,Pennsylvania,18698,Region 1,ARZR23576956292854,Materials,Containers & Packaging,9900,30,80.1,514.31
864,66-6741888,2022-01-06,2022-01-25,Standard Class,58F UN1,B,US,Salinasview,Idaho,68458,Region 1,NRVN59849562880603,Materials,Metals & Mining,3200,410,87.17,328.61
865,05-9196703,2022-03-19,2022-04-07,First Class,30-3014Z,A,US,East Maria,Georgia,32142,Region 1,PIRG99594645964785,Health Care,Health Care Providers & Services,2900,720,51.19,772.54
866,15-3305703,2022-03-22,2022-04-09,Second Class,UJJ-7809,A,US,East Sarahhaven,Maine,48268,Region 1,DLKE27084524041584,Telecommunication Services,Wireless Telecommunication Services,3600,210,79.03,535.75
867,93-7907890,2022-03-04,2022-03-31,Second Class,333 VFG,B,US,East Jacobfort,California,26261,Region 2,DMSI84557215360865,Energy,"Oil, Gas & Consumable Fuels",7600,290,57.57,947.14
868,01-4538996,2022-03-30,2022-04-09,Second Class,18-Z021,C,US,New Dianaland,North Carolina,40113,Region 0,NJYW22613879739191,Energy,"Oil, Gas & Consumable Fuels",7700,910,45.46,254.13
869,47-6182968,2022-03-29,2022-04-07,Standard Class,QWD A64,C,US,New Tony,Maryland,77344,Region 4,KBJF87370980976279,Health Care,Health Care Providers & Services,9200,10,67.92,806.16
870,64-4127710,2022-03-31,2022-04-06,First Class,752 DNB,D,US,Robertborough,Missouri,55126,Region 1,XKGJ25812687305376,Industrials,Machinery,3900,160,81.98,544.63
871,21-1999750,2022-02-20,2022-03-15,Standard Class,1ST 970,A,US,Port Anthonyhaven,Oklahoma,41414,Region 4,ZSQY69610879153136,Information Technology,"Electronic Equipment, Instruments & Components",2100,890,40.76,747.05
872,23-2484291,2022-03-18,2022-03-22,First Class,ZLN 451,A,US,Ericamouth,Pennsylvania,90033,Region 2,OSSN89217682594739,Consumer Staples,Food & Staples Retailing,1700,110,45.19,123.91
873,93-6020380,2022-02-22,2022-03-30,Standard Class,ECF-821,A,US,Allenfort,Vermont,10944,Region 2,LBML00188955415605,Materials,Paper & Forest Products,5100,350,63.54,985.06
874,94-6902010,2022-03-21,2022-04-02,Standard Class,5DHB 69,D,US,North Alexanderland,Illinois,36648,Region 0,LPIJ68987410686095,Energy,"Oil, Gas & Consumable Fuels",7800,380,51.03,448.31
875,53-1034503,2022-01-02,2022-04-03,First Class,03-4699V,C,US,West Adam,Hawaii,04645,Region 0,PUUL89265241851137,Real Estate,Real Estate Management & Development,8800,840,15.27,903.65
876,40-6147013,2022-03-03,2022-03-10,Second Class,6X UO183,C,US,Brandonstad,Mississippi,39481,Region 0,EAYL95152451190837,Health Care,Health Care Technology,700,920,1.2,973.46
877,77-1773710,2022-01-03,2022-03-08,First Class,438P,A,US,South Brianton,Virginia,76702,Region 1,BLFS12586081907154,Consumer Staples,Tobacco,9200,620,92.59,747.35
878,76-4602001,2022-03-06,2022-03-26,Second Class,JLJ 799,C,US,Lake Rodney,Utah,32868,Region 4,JKMQ83236154820312,Consumer Discretionary,Multiline Retail,2500,760,5.51,597.04
879,67-6896328,2022-01-04,2022-02-14,First Class,9OX18,A,US,Davidchester,Colorado,02852,Region 1,CMDN02853518330557,Utilities,Electric Utilities,8500,750,58.42,438.22
880,94-7284152,2022-02-19,2022-03-21,First Class,SCE 663,C,US,East Sarah,California,33030,Region 3,ZLRK93487550671959,Information Technology,"Technology Hardware, Storage & Peripherals",1900,310,12.16,775.48
881,83-5945341,2022-03-07,2022-03-16,Second Class,MQU4032,D,US,Carterfort,Mississippi,77948,Region 2,QVXR53448238644694,Consumer Staples,Personal Products,2800,580,22.27,478.2
882,50-9921568,2022-02-23,2022-03-30,Second Class,6ZV34,B,US,Port Jessicaview,Louisiana,82220,Region 4,KJYT59900317583473,Industrials,Construction & Engineering,6100,100,7.67,695.44
883,60-8233645,2022-04-06,2022-04-07,Standard Class,983 AXI,A,US,Thorntonshire,Florida,55916,Region 2,BFOA46250465781007,Real Estate,Equity Real Estate Investment Trusts,3900,100,59.38,804.52
884,27-3009388,2022-03-26,2022-04-09,Standard Class,KUQ1658,D,US,New Elizabethtown,Hawaii,70341,Region 2,AFQU89199067759761,Industrials,Airlines,900,780,60.86,8.45
885,84-9185922,2022-02-07,2022-03-27,First Class,HZX 234,B,US,Jamestown,Idaho,53877,Region 4,AGKG35189592541957,Consumer Staples,Food & Staples Retailing,4000,920,38.72,755.73
886,30-7483127,2022-03-09,2022-03-18,Standard Class,QSP 023,D,US,Port Theresa,West Virginia,96588,Region 1,WBUN46217854290598,Financials,Insurance,3600,30,68.72,436.32
887,52-0405534,2022-01-31,2022-02-06,Standard Class,TRF-3843,A,US,Garciatown,New Hampshire,85182,Region 0,JAGO70509000260857,Industrials,Professional Services,9700,490,31.84,476.98
888,42-0835293,2022-04-02,2022-04-06,First Class,68D R97,A,US,North Stevenfort,Nebraska,61441,Region 0,XJFK48798791670063,Consumer Staples,Beverages,8700,240,34.57,454.02
889,02-3550743,2022-01-15,2022-03-21,Standard Class,CLS 132,A,US,East Laura,Pennsylvania,81519,Region 1,PMCY84319528966754,Real Estate,Real Estate Management & Development,3900,570,68.63,808.23
890,73-6739895,2022-02-04,2022-02-24,Standard Class,WJO-5364,C,US,New Paulaport,Utah,21680,Region 4,BFME14553647489302,Financials,Consumer Finance,5600,110,47.08,457.53
891,73-5089473,2022-04-04,2022-04-05,First Class,716 HXY,B,US,Scottbury,Oklahoma,76477,Region 2,WMQQ61298268707166,Utilities,Water Utilities ,9500,180,46.83,497.44
892,63-3053051,2022-03-24,2022-04-02,Standard Class,72Z 6901,B,US,Priceside,Hawaii,13579,Region 3,UUXL70392977374716,Telecommunication Services,Diversified Telecommunication Services,500,220,98.87,876.34
893,52-6978348,2022-04-07,2022-04-08,First Class,49-UA25,C,US,Alexisview,North Dakota,59308,Region 1,SFXH59327826906363,Telecommunication Services,Wireless Telecommunication Services,700,850,31.23,244.78
